UserID,ProductID,ProductName,Brand,Category,Price,Rating,Color,Size
98,32,T-shirt,Nike,Kids' Fashion,78,3.44728947,White,XL
69,33,Jeans,H&M,Kids' Fashion,89,4.799409019,Green,XL
31,34,Jeans,H&M,Men's Fashion,80,3.92326116,Black,S
48,35,Jeans,Zara,Women's Fashion,37,4.173991568,Blue,L
18,36,Dress,H&M,Kids' Fashion,74,1.014996128,Green,S
27,37,Sweater,Zara,Kids' Fashion,48,4.947664783,Blue,S
60,38,T-shirt,Nike,Kids' Fashion,76,2.663067924,Yellow,S
46,39,Jeans,Adidas,Men's Fashion,90,1.788771519,Yellow,M
84,40,Dress,Zara,Women's Fashion,26,2.435611336,Black,XL
43,41,Jeans,Gucci,Women's Fashion,40,2.922173646,Blue,L
43,42,Shoes,Zara,Kids' Fashion,43,1.671958886,Red,S
91,43,T-shirt,Adidas,Men's Fashion,39,3.601868547,White,M
78,44,Jeans,Nike,Kids' Fashion,74,2.039156739,White,M
60,45,Jeans,Gucci,Women's Fashion,85,4.886711103,Red,L
44,46,Dress,Zara,Men's Fashion,38,2.827869831,Yellow,XL
93,47,Jeans,Zara,Men's Fashion,62,1.280731686,Green,S
74,48,T-shirt,Gucci,Kids' Fashion,10,1.836963966,Green,M
19,49,Sweater,Gucci,Kids' Fashion,52,3.012240786,Green,XL
98,50,T-shirt,H&M,Women's Fashion,38,3.083285933,Blue,L
51,51,Jeans,Adidas,Women's Fashion,67,3.842990023,Yellow,XL
80,52,Dress,Nike,Kids' Fashion,59,3.964195138,Red,S
39,53,T-shirt,Nike,Men's Fashion,16,1.29231997,Red,M
33,54,Shoes,H&M,Men's Fashion,33,2.450522629,Blue,S
78,55,Sweater,Adidas,Kids' Fashion,76,2.820647079,Red,S
24,56,Dress,Nike,Women's Fashion,53,2.251328487,White,XL
99,57,Sweater,Adidas,Women's Fashion,52,3.613136293,Red,M
83,58,Shoes,Adidas,Women's Fashion,61,1.684541374,White,L
38,59,Dress,Nike,Kids' Fashion,93,3.158493604,Blue,M
51,60,Shoes,H&M,Kids' Fashion,24,1.59071307,Yellow,XL
63,61,Shoes,Adidas,Women's Fashion,25,1.04240882,Yellow,M
54,62,T-shirt,Nike,Men's Fashion,66,2.063108735,Blue,L
53,63,Jeans,Zara,Kids' Fashion,55,4.026271066,White,L
50,64,Shoes,Gucci,Kids' Fashion,72,1.779210786,Red,M
6,65,Shoes,H&M,Kids' Fashion,33,3.045016003,Yellow,XL
87,66,Sweater,H&M,Kids' Fashion,59,4.55091731,Red,XL
84,67,Jeans,Gucci,Women's Fashion,41,4.251683239,Green,M
43,68,T-shirt,Gucci,Women's Fashion,76,4.30493624,Red,S
3,69,Sweater,Gucci,Women's Fashion,74,3.6666674,Yellow,M
6,70,Dress,Gucci,Women's Fashion,36,2.538600852,Yellow,M
15,71,Sweater,Adidas,Women's Fashion,35,4.864999298,White,M
94,72,T-shirt,H&M,Women's Fashion,51,2.793625807,Yellow,M
98,73,T-shirt,Gucci,Men's Fashion,34,2.923982057,Red,M
6,74,Dress,Zara,Women's Fashion,68,2.880808188,White,XL
42,75,Dress,H&M,Women's Fashion,86,2.8894437,Blue,S
54,76,Jeans,Adidas,Women's Fashion,39,2.974139315,Black,XL
37,77,Sweater,H&M,Kids' Fashion,90,2.228263165,Blue,L
9,78,T-shirt,Nike,Men's Fashion,76,1.297257193,White,XL
26,79,T-shirt,Nike,Men's Fashion,11,1.333422087,Red,L
71,80,Jeans,Nike,Kids' Fashion,21,2.93805629,Red,XL
72,81,T-shirt,Nike,Women's Fashion,66,2.403440002,Green,S
100,82,Dress,H&M,Kids' Fashion,31,4.612706003,Blue,S
69,83,Shoes,Nike,Women's Fashion,49,1.421790367,Blue,L
19,84,Sweater,Adidas,Women's Fashion,42,2.560174045,Red,L
84,85,Shoes,Nike,Women's Fashion,89,1.107632847,Yellow,XL
4,86,Sweater,Zara,Men's Fashion,50,3.276221603,Yellow,M
21,87,Shoes,Nike,Men's Fashion,41,4.126941614,Red,S
85,88,Dress,Nike,Kids' Fashion,61,2.557892132,White,L
10,89,Dress,Gucci,Men's Fashion,66,3.896436962,White,L
2,90,Jeans,H&M,Men's Fashion,37,3.961592463,Red,XL
90,91,Jeans,H&M,Kids' Fashion,85,3.052555822,Green,XL
6,92,Jeans,Adidas,Men's Fashion,100,1.845071304,White,M
33,93,Shoes,Nike,Men's Fashion,70,4.928128215,White,S
12,94,Shoes,Zara,Women's Fashion,21,3.941875648,Yellow,XL
62,95,Shoes,Gucci,Women's Fashion,58,1.971525135,Blue,S
22,96,Dress,Gucci,Women's Fashion,30,4.65525163,Red,L
18,97,Jeans,Gucci,Men's Fashion,52,3.761890551,Green,L
44,98,Sweater,Gucci,Kids' Fashion,61,4.277089916,Black,XL
25,99,Shoes,Nike,Kids' Fashion,93,4.280090725,Yellow,L
79,100,Shoes,Adidas,Kids' Fashion,84,1.837199422,Red,L
52,101,Jeans,Zara,Women's Fashion,95,1.501754271,Green,XL
71,102,Sweater,Gucci,Kids' Fashion,19,4.211889573,Red,S
57,103,Jeans,Zara,Women's Fashion,84,3.649170715,White,XL
64,104,Jeans,H&M,Men's Fashion,24,4.737257325,White,M
35,105,Jeans,Zara,Women's Fashion,52,1.75093116,Yellow,L
63,106,Jeans,H&M,Kids' Fashion,21,2.726230341,Red,L
19,107,Sweater,Zara,Men's Fashion,23,3.321346928,Red,L
80,108,Sweater,Gucci,Men's Fashion,13,4.278042968,Green,L
77,109,Jeans,Nike,Kids' Fashion,73,2.727659601,Black,XL
22,110,Sweater,Gucci,Women's Fashion,33,4.665058099,Blue,XL
99,111,Shoes,Zara,Women's Fashion,55,2.393684591,Green,M
92,112,Jeans,Adidas,Men's Fashion,15,2.44626948,White,S
97,113,T-shirt,Zara,Men's Fashion,60,1.188491798,White,L
48,114,Shoes,H&M,Men's Fashion,37,1.457139594,Red,M
37,115,Dress,Adidas,Kids' Fashion,64,2.887806601,Blue,L
77,116,Shoes,Adidas,Women's Fashion,60,3.114797145,Green,M
52,117,Dress,Zara,Kids' Fashion,75,3.992174604,White,M
63,118,Dress,Adidas,Men's Fashion,71,3.517315773,Yellow,S
10,119,Jeans,Nike,Men's Fashion,73,2.657925071,Yellow,S
77,120,T-shirt,H&M,Men's Fashion,12,2.507310693,Green,M
95,121,T-shirt,Gucci,Men's Fashion,96,1.633989597,Red,M
90,122,Sweater,H&M,Women's Fashion,36,4.425129582,Blue,XL
80,123,Sweater,Nike,Women's Fashion,65,2.647393415,Yellow,L
65,124,Sweater,H&M,Men's Fashion,62,1.09081315,Black,L
56,125,Sweater,H&M,Kids' Fashion,56,4.139373023,Green,L
65,126,T-shirt,Nike,Kids' Fashion,55,4.851703509,Green,M
7,127,Shoes,Zara,Women's Fashion,47,4.86740353,Yellow,M
100,128,T-shirt,H&M,Women's Fashion,61,2.310493963,Green,M
70,129,T-shirt,Zara,Women's Fashion,85,2.104322007,Yellow,M
40,130,Shoes,Nike,Women's Fashion,81,1.021972485,Green,M
70,131,T-shirt,H&M,Men's Fashion,50,3.377493367,Blue,M
100,132,Sweater,Adidas,Women's Fashion,10,2.997701328,White,M
29,133,Shoes,H&M,Kids' Fashion,28,1.664542402,Blue,XL
23,134,Sweater,Zara,Women's Fashion,60,3.63365153,Yellow,S
94,135,Dress,Adidas,Kids' Fashion,14,3.654703013,Blue,L
34,136,Shoes,Zara,Men's Fashion,45,1.017654743,Blue,XL
44,137,Dress,Gucci,Kids' Fashion,90,3.320508609,Green,S
16,138,Dress,H&M,Women's Fashion,23,1.811578261,Yellow,S
73,139,Sweater,Gucci,Women's Fashion,45,3.540081867,Blue,XL
54,140,Shoes,Zara,Kids' Fashion,40,2.022643003,Green,M
58,141,Jeans,Nike,Women's Fashion,28,4.441575548,Yellow,L
46,142,Shoes,Nike,Men's Fashion,38,4.403932394,White,XL
88,143,Shoes,Gucci,Women's Fashion,81,4.922934883,White,L
75,144,Shoes,Adidas,Kids' Fashion,57,1.000967235,Blue,M
34,145,T-shirt,Zara,Kids' Fashion,60,4.821956689,Green,S
75,146,Shoes,Adidas,Women's Fashion,53,3.466387981,Yellow,M
54,147,Shoes,Gucci,Kids' Fashion,48,2.582393026,Green,L
39,148,Shoes,Adidas,Women's Fashion,82,2.716311659,Black,L
95,149,Jeans,Adidas,Women's Fashion,56,4.001270462,Green,M
67,150,T-shirt,Nike,Women's Fashion,43,1.197330723,Green,M
5,151,Shoes,Adidas,Men's Fashion,77,2.35206414,Blue,M
31,152,Jeans,Nike,Men's Fashion,71,4.815682355,Green,S
2,153,Shoes,Nike,Kids' Fashion,31,1.946292676,Black,S
51,154,Dress,Zara,Men's Fashion,11,2.301224631,Blue,L
91,155,T-shirt,Gucci,Women's Fashion,48,2.433795362,White,L
92,156,T-shirt,Adidas,Women's Fashion,21,1.154187364,Red,L
39,157,Dress,Adidas,Women's Fashion,67,3.981751298,Yellow,S
99,158,Shoes,Adidas,Men's Fashion,88,2.923330927,Blue,M
10,159,Jeans,Nike,Kids' Fashion,50,2.241727301,Green,S
46,160,Shoes,Gucci,Women's Fashion,35,2.983802721,Black,L
80,161,Sweater,Adidas,Women's Fashion,67,4.735471557,Blue,M
40,162,T-shirt,Nike,Women's Fashion,48,2.98164149,Red,L
18,163,Dress,Nike,Women's Fashion,93,4.268027667,Green,S
16,164,T-shirt,Nike,Men's Fashion,68,2.636594899,Red,L
34,165,Jeans,Gucci,Women's Fashion,67,2.275472954,White,XL
100,166,Sweater,Adidas,Kids' Fashion,96,4.743823985,White,L
92,167,Shoes,Zara,Kids' Fashion,43,4.47806137,Blue,S
54,168,Sweater,Gucci,Women's Fashion,69,4.456580599,Green,XL
62,169,Shoes,Zara,Men's Fashion,98,1.089462325,Black,XL
50,170,Sweater,Gucci,Men's Fashion,20,3.465192594,Yellow,M
24,171,Jeans,Nike,Men's Fashion,42,1.767866521,Blue,S
13,172,Jeans,Zara,Women's Fashion,32,4.795455839,Yellow,M
98,173,Dress,Nike,Kids' Fashion,21,3.101798554,Yellow,S
82,174,Jeans,Adidas,Kids' Fashion,80,3.334538872,Black,M
48,175,Dress,Adidas,Men's Fashion,55,1.913270934,Blue,S
59,176,Dress,H&M,Kids' Fashion,91,1.998148132,Red,XL
56,177,Sweater,Nike,Kids' Fashion,12,4.567658317,Yellow,M
93,178,Jeans,Nike,Women's Fashion,26,1.687869595,Red,XL
54,179,Shoes,Adidas,Kids' Fashion,53,1.02832306,Blue,M
61,180,T-shirt,Zara,Kids' Fashion,43,2.366447234,Green,M
74,181,Shoes,H&M,Kids' Fashion,80,4.829054628,Black,L
39,182,Jeans,Zara,Men's Fashion,68,4.358912645,Yellow,L
20,183,Jeans,Zara,Kids' Fashion,67,2.675231958,Black,M
67,184,Sweater,Zara,Women's Fashion,67,3.448527594,Green,L
38,185,Sweater,Gucci,Men's Fashion,34,1.565354209,Yellow,L
16,186,Jeans,Adidas,Men's Fashion,56,2.434972507,Blue,L
81,187,Jeans,Zara,Women's Fashion,36,3.043009203,Green,S
33,188,Shoes,Nike,Men's Fashion,44,4.359929899,Green,XL
55,189,Jeans,Adidas,Women's Fashion,15,3.466920439,Blue,L
38,190,Sweater,Zara,Kids' Fashion,32,4.033069074,Yellow,XL
48,191,T-shirt,Gucci,Kids' Fashion,95,3.230677667,Black,M
35,192,Sweater,Zara,Kids' Fashion,87,3.961569667,White,L
8,193,T-shirt,H&M,Women's Fashion,60,2.936956139,White,L
56,194,Sweater,Adidas,Women's Fashion,92,3.792556244,White,S
32,195,Shoes,Zara,Kids' Fashion,60,3.344866684,White,L
72,196,Jeans,Gucci,Kids' Fashion,17,1.289426342,Red,M
48,197,Jeans,Nike,Kids' Fashion,90,2.299034126,Yellow,XL
3,198,T-shirt,Zara,Men's Fashion,67,3.032124841,Blue,XL
39,199,T-shirt,Zara,Women's Fashion,15,4.980655634,Black,M
75,200,Sweater,H&M,Men's Fashion,45,4.124427218,Black,S
21,201,Jeans,Zara,Women's Fashion,57,4.246084617,Yellow,M
84,202,Sweater,Nike,Men's Fashion,40,3.495501605,Green,S
53,203,Jeans,Zara,Women's Fashion,75,1.876204845,Yellow,S
3,204,T-shirt,Zara,Kids' Fashion,81,1.89324317,Black,M
41,205,T-shirt,H&M,Men's Fashion,73,2.976563105,Yellow,XL
64,206,Jeans,Nike,Kids' Fashion,56,4.360464131,Yellow,XL
30,207,Sweater,Gucci,Kids' Fashion,53,2.789540795,Black,M
9,208,Jeans,Zara,Men's Fashion,79,2.671151972,White,M
88,209,Dress,H&M,Women's Fashion,30,1.028669878,Black,XL
36,210,Jeans,Adidas,Women's Fashion,42,2.049039595,Yellow,M
6,211,Jeans,Zara,Women's Fashion,50,3.173827063,Green,L
24,212,T-shirt,Adidas,Women's Fashion,71,3.439552435,White,S
76,213,Jeans,Zara,Women's Fashion,80,4.860237045,Yellow,XL
59,214,Dress,Adidas,Women's Fashion,98,1.793905201,Yellow,XL
49,215,T-shirt,Adidas,Men's Fashion,49,3.623237714,Yellow,S
87,216,Shoes,Gucci,Kids' Fashion,57,3.882450495,White,M
7,217,Sweater,Gucci,Women's Fashion,98,1.438125731,Yellow,S
94,218,Sweater,Gucci,Men's Fashion,69,3.077033066,Red,M
78,219,Dress,H&M,Women's Fashion,97,1.968835967,Green,S
35,220,T-shirt,H&M,Kids' Fashion,42,4.505382327,Blue,L
68,221,T-shirt,Adidas,Men's Fashion,49,2.859178546,Black,L
77,222,Dress,Adidas,Kids' Fashion,36,1.105318739,Yellow,S
33,223,Jeans,Gucci,Women's Fashion,73,2.970808688,White,XL
48,224,T-shirt,Adidas,Women's Fashion,88,1.748627957,White,L
46,225,Dress,Nike,Men's Fashion,61,1.635194216,Yellow,S
6,226,Sweater,H&M,Men's Fashion,16,2.431736482,Green,XL
44,227,Dress,Adidas,Kids' Fashion,20,4.144274439,Red,S
66,228,Shoes,H&M,Men's Fashion,15,1.967415572,Green,S
81,229,Shoes,Adidas,Kids' Fashion,65,1.823312905,Red,XL
96,230,Shoes,Zara,Men's Fashion,82,4.592905504,Black,S
92,231,Dress,Zara,Women's Fashion,33,4.738404628,Red,L
93,232,Jeans,Zara,Men's Fashion,49,1.4143585,Red,S
79,233,Shoes,Nike,Kids' Fashion,39,4.706320333,Red,M
64,234,Sweater,H&M,Kids' Fashion,55,1.699052197,White,S
61,235,Shoes,Zara,Women's Fashion,50,1.814530127,Green,L
40,236,Shoes,Zara,Men's Fashion,44,1.718297859,White,S
68,237,Shoes,Adidas,Men's Fashion,58,3.662010629,White,S
10,238,Shoes,Adidas,Kids' Fashion,47,2.146848906,White,XL
33,239,Shoes,Gucci,Kids' Fashion,93,3.956210591,White,L
27,240,Dress,H&M,Men's Fashion,10,2.234526853,Black,L
55,241,Jeans,Gucci,Men's Fashion,21,2.404954172,Green,S
72,242,Dress,H&M,Men's Fashion,52,4.128792274,Green,M
88,243,Shoes,H&M,Men's Fashion,79,1.05931859,White,XL
77,244,Sweater,Zara,Women's Fashion,85,3.4746219,Blue,XL
27,245,Dress,H&M,Women's Fashion,15,2.33366971,Black,S
89,246,Jeans,Gucci,Kids' Fashion,68,3.184283802,Green,S
32,247,Shoes,Zara,Women's Fashion,72,2.260192199,White,S
83,248,Sweater,Zara,Kids' Fashion,81,3.616173283,Red,M
34,249,Jeans,H&M,Kids' Fashion,41,1.875618714,Black,XL
68,250,Dress,H&M,Women's Fashion,21,2.772521447,Yellow,XL
46,251,Jeans,Gucci,Kids' Fashion,87,2.193283427,White,L
43,252,Dress,H&M,Men's Fashion,25,1.659000335,Blue,L
65,253,T-shirt,Zara,Kids' Fashion,98,4.236829853,White,M
20,254,Jeans,Gucci,Kids' Fashion,15,1.393034744,Yellow,L
74,255,T-shirt,H&M,Kids' Fashion,81,2.550519354,Green,M
33,256,Jeans,Gucci,Kids' Fashion,86,2.059769414,Blue,L
38,257,Shoes,Nike,Women's Fashion,82,3.481409233,Red,S
86,258,Dress,Gucci,Women's Fashion,14,3.563482806,Yellow,S
44,259,Shoes,Nike,Men's Fashion,27,2.504419165,White,L
34,260,Dress,Adidas,Kids' Fashion,59,4.154888892,Green,S
50,261,Dress,Zara,Men's Fashion,49,2.981081581,Yellow,S
68,262,Jeans,Gucci,Women's Fashion,94,4.28858144,Blue,S
5,263,Jeans,Zara,Men's Fashion,71,4.053594853,Yellow,XL
46,264,Dress,Gucci,Women's Fashion,55,3.190616884,White,XL
8,265,T-shirt,H&M,Kids' Fashion,60,2.746730355,Blue,XL
51,266,Jeans,Gucci,Kids' Fashion,62,2.367762561,White,XL
25,267,Jeans,Adidas,Women's Fashion,53,4.441337119,Black,S
32,268,Jeans,Adidas,Kids' Fashion,22,3.939581932,Yellow,L
34,269,Shoes,H&M,Kids' Fashion,100,4.743391172,Black,S
3,270,Sweater,Adidas,Kids' Fashion,60,4.213088307,Blue,XL
76,271,Jeans,Nike,Men's Fashion,45,4.075216259,Blue,L
43,272,Dress,Nike,Kids' Fashion,95,2.311251113,White,M
4,273,Dress,Nike,Men's Fashion,29,1.764609254,White,XL
77,274,Dress,Adidas,Women's Fashion,18,1.657266961,Red,S
58,275,Jeans,Nike,Men's Fashion,93,3.809488549,Green,XL
73,276,Jeans,Nike,Men's Fashion,43,1.393377273,Yellow,M
50,277,Dress,H&M,Kids' Fashion,49,1.889881364,White,M
4,278,Jeans,Gucci,Men's Fashion,98,2.958504997,Black,L
3,279,Shoes,Adidas,Kids' Fashion,11,2.191241877,Yellow,M
31,280,Dress,Gucci,Kids' Fashion,19,2.129731799,White,XL
30,281,Jeans,H&M,Women's Fashion,67,2.256525934,Green,S
18,282,Jeans,Nike,Men's Fashion,75,1.266590167,Black,M
95,283,Sweater,H&M,Men's Fashion,80,4.17982815,White,S
78,284,T-shirt,Zara,Men's Fashion,23,3.814152154,Black,S
49,285,Sweater,Nike,Women's Fashion,80,3.70418879,Yellow,L
69,286,T-shirt,H&M,Kids' Fashion,13,3.236064278,White,XL
71,287,T-shirt,Zara,Kids' Fashion,62,4.537102679,Blue,XL
13,288,Sweater,Nike,Men's Fashion,38,2.108827714,Black,M
88,289,Sweater,Adidas,Kids' Fashion,18,2.805553334,Blue,M
38,290,Sweater,Zara,Men's Fashion,13,4.883941462,White,S
3,291,Dress,H&M,Women's Fashion,64,4.818010098,White,XL
91,292,T-shirt,Nike,Men's Fashion,63,3.075503826,Green,S
9,293,Sweater,Nike,Men's Fashion,96,2.769660905,Black,XL
4,294,Dress,H&M,Women's Fashion,89,4.092572015,White,XL
39,295,Dress,H&M,Kids' Fashion,56,2.424542625,Black,XL
99,296,T-shirt,H&M,Women's Fashion,25,4.100230323,White,S
30,297,Sweater,Gucci,Kids' Fashion,14,1.877989508,Blue,XL
4,298,Shoes,Zara,Women's Fashion,14,1.416317141,Red,M
69,299,Shoes,Gucci,Kids' Fashion,21,2.954602656,Green,S
3,300,Shoes,Adidas,Kids' Fashion,57,4.923508936,White,S
66,301,Shoes,Adidas,Kids' Fashion,93,2.044992494,Yellow,M
49,302,T-shirt,Gucci,Kids' Fashion,37,4.903871566,White,M
11,303,Jeans,Gucci,Women's Fashion,94,3.685862143,White,XL
7,304,Dress,Adidas,Women's Fashion,85,1.300398563,Green,M
26,305,Shoes,H&M,Women's Fashion,90,2.330814132,White,L
73,306,T-shirt,Gucci,Men's Fashion,23,2.800679753,Black,XL
62,307,Dress,Zara,Men's Fashion,11,3.889022253,Yellow,S
42,308,Jeans,Adidas,Men's Fashion,60,4.42216008,Yellow,S
37,309,Jeans,Gucci,Kids' Fashion,17,3.754996802,Black,S
61,310,Jeans,H&M,Men's Fashion,83,3.945481349,White,XL
55,311,Jeans,Nike,Men's Fashion,55,4.803390239,Black,L
41,312,Jeans,Zara,Men's Fashion,45,2.927937578,White,S
97,313,Shoes,H&M,Women's Fashion,76,4.512074442,Green,XL
13,314,Jeans,Nike,Kids' Fashion,94,2.062362221,Red,L
90,315,Jeans,Nike,Kids' Fashion,56,1.21795546,White,XL
34,316,Jeans,H&M,Women's Fashion,68,2.098501017,Red,S
55,317,Dress,Adidas,Women's Fashion,23,4.395249785,Red,XL
88,318,Sweater,Zara,Men's Fashion,49,1.15586985,Yellow,S
39,319,Jeans,H&M,Men's Fashion,61,1.231913046,White,L
25,320,Sweater,H&M,Kids' Fashion,86,3.146928023,Yellow,L
34,321,Shoes,Gucci,Kids' Fashion,40,4.452209683,Red,S
58,322,Shoes,H&M,Kids' Fashion,18,1.707225428,Red,M
30,323,Shoes,Zara,Women's Fashion,95,2.326168452,Green,M
3,324,Sweater,Gucci,Men's Fashion,18,4.530634427,Black,XL
67,325,T-shirt,Nike,Men's Fashion,91,2.668089208,Black,XL
7,326,Jeans,Zara,Men's Fashion,20,3.313869752,Green,L
95,327,Dress,Adidas,Kids' Fashion,72,4.572943413,White,L
34,328,Jeans,Adidas,Kids' Fashion,12,1.295316214,Blue,L
49,329,Jeans,Nike,Women's Fashion,56,3.73603013,Blue,XL
15,330,T-shirt,Zara,Men's Fashion,26,2.137827815,Blue,M
61,331,T-shirt,Adidas,Kids' Fashion,25,3.272901426,Black,S
25,332,Shoes,Zara,Men's Fashion,75,3.149412946,Blue,M
60,333,Dress,H&M,Kids' Fashion,70,2.042428987,Yellow,M
80,334,Sweater,Zara,Men's Fashion,16,1.855252274,Yellow,L
25,335,Sweater,Gucci,Men's Fashion,88,3.396661563,Red,XL
71,336,T-shirt,Nike,Kids' Fashion,28,4.169716343,White,XL
1,337,Shoes,Nike,Women's Fashion,80,1.591559598,White,L
22,338,Sweater,Nike,Women's Fashion,70,1.444198704,Blue,S
46,339,Dress,Gucci,Women's Fashion,74,1.804017418,White,M
52,340,Sweater,Adidas,Women's Fashion,32,1.246471514,Blue,L
27,341,Jeans,Gucci,Men's Fashion,91,4.473672898,Red,XL
69,342,Sweater,Zara,Women's Fashion,27,3.979717427,Yellow,S
29,343,T-shirt,Gucci,Women's Fashion,91,4.74202906,Yellow,XL
42,344,Dress,Nike,Kids' Fashion,44,3.873916155,Blue,L
97,345,Shoes,H&M,Kids' Fashion,67,1.420409071,Yellow,S
62,346,Jeans,Adidas,Kids' Fashion,19,4.829417307,Yellow,XL
76,347,Dress,H&M,Men's Fashion,18,1.110510848,Blue,XL
52,348,Shoes,Zara,Kids' Fashion,76,2.915742059,Blue,XL
36,349,Dress,Adidas,Kids' Fashion,97,3.150290196,White,XL
50,350,Jeans,H&M,Kids' Fashion,80,2.797018296,Black,XL
52,351,Jeans,Nike,Women's Fashion,95,4.471219775,Red,XL
41,352,Dress,H&M,Men's Fashion,71,1.50329194,Green,XL
87,353,Sweater,Nike,Women's Fashion,78,2.912222167,Blue,M
7,354,Dress,Gucci,Men's Fashion,74,3.864665917,Red,M
59,355,Sweater,Nike,Kids' Fashion,43,2.489550581,Red,XL
93,356,Dress,Zara,Kids' Fashion,68,4.330070804,Black,S
89,357,T-shirt,Adidas,Kids' Fashion,15,3.412001229,Yellow,L
66,358,Shoes,Adidas,Men's Fashion,55,1.174952648,Blue,XL
55,359,Dress,Nike,Kids' Fashion,68,4.449500338,Red,L
42,360,Sweater,H&M,Women's Fashion,24,2.257292487,Black,XL
78,361,Sweater,H&M,Kids' Fashion,62,1.760450534,Blue,XL
22,362,Jeans,Adidas,Men's Fashion,15,1.281293053,Red,S
72,363,Jeans,Nike,Kids' Fashion,33,3.142884987,Yellow,L
60,364,Jeans,Nike,Kids' Fashion,65,2.040456962,Black,M
92,365,T-shirt,Nike,Men's Fashion,16,3.282472037,White,L
7,366,Dress,Nike,Women's Fashion,29,4.153341476,Yellow,L
17,367,Shoes,Nike,Women's Fashion,31,2.710665415,Yellow,S
60,368,Shoes,Nike,Women's Fashion,35,1.541757712,Blue,XL
62,369,Shoes,Nike,Women's Fashion,96,3.795107582,Green,M
75,370,T-shirt,Nike,Kids' Fashion,58,2.634244312,White,S
65,371,Dress,Nike,Women's Fashion,33,1.081098282,White,XL
63,372,Dress,Nike,Men's Fashion,41,1.843919361,White,S
87,373,T-shirt,Adidas,Men's Fashion,63,3.153142823,Green,M
23,374,Jeans,Nike,Men's Fashion,20,1.474025215,Black,S
68,375,Jeans,Zara,Women's Fashion,49,4.268766181,Blue,XL
16,376,Shoes,H&M,Kids' Fashion,22,3.833159814,Green,S
33,377,Shoes,Zara,Women's Fashion,54,3.722545456,Black,L
55,378,T-shirt,Nike,Men's Fashion,45,3.571269953,Red,S
89,379,Jeans,Nike,Women's Fashion,25,3.637552903,White,M
73,380,Dress,Gucci,Women's Fashion,23,1.204175626,Red,XL
32,381,Shoes,H&M,Men's Fashion,23,3.324489276,Green,S
97,382,T-shirt,Gucci,Men's Fashion,93,3.584985286,Yellow,M
32,383,Jeans,H&M,Men's Fashion,86,2.533853796,Black,L
90,384,Sweater,H&M,Kids' Fashion,84,1.461914043,Black,L
74,385,Shoes,Gucci,Women's Fashion,35,3.666720052,Yellow,L
27,386,Dress,Adidas,Women's Fashion,17,3.578353949,Yellow,XL
52,387,Dress,Adidas,Women's Fashion,24,1.169952748,Green,XL
7,388,T-shirt,H&M,Men's Fashion,86,4.11723275,Green,M
51,389,T-shirt,Zara,Women's Fashion,91,1.547099791,White,XL
89,390,Sweater,Adidas,Women's Fashion,86,4.448025482,Green,M
66,391,Dress,Gucci,Women's Fashion,25,3.828184813,Blue,M
73,392,T-shirt,Zara,Men's Fashion,53,2.8148203,White,S
19,393,Shoes,H&M,Men's Fashion,32,1.752218472,Black,M
77,394,T-shirt,Gucci,Men's Fashion,56,3.532018951,Yellow,M
